timestamp,open,high,low,close,volume,symbol
2025-08-24 17:00:00,0.90383,0.925756,0.903614,0.922453,1201314.91466531,ADA/USD
2025-08-24 18:00:00,0.922638,0.949493,0.919464,0.949089,6113318.0561455,ADA/USD
2025-08-24 19:00:00,0.949089,0.964103,0.9071,0.921637,13207870.23505251,ADA/USD
2025-08-24 20:00:00,0.921901,0.923418,0.897317,0.914372,2109806.05437073,ADA/USD
2025-08-24 21:00:00,0.914754,0.928721,0.905415,0.921187,434885.0471416,ADA/USD
2025-08-24 22:00:00,0.921188,0.9226,0.901955,0.912828,1063421.76479315,ADA/USD
2025-08-24 23:00:00,0.913161,0.918132,0.907798,0.908492,351231.67900576,ADA/USD
2025-08-25 00:00:00,0.9085,0.916529,0.888,0.895,2723600.95038602,ADA/USD
2025-08-25 01:00:00,0.895984,0.910769,0.895309,0.910474,1451792.30577794,ADA/USD
2025-08-25 02:00:00,0.910379,0.924269,0.910379,0.922231,453049.55240662,ADA/USD
2025-08-25 03:00:00,0.922187,0.927401,0.916295,0.919198,505650.81964903,ADA/USD
2025-08-25 04:00:00,0.918901,0.9219,0.912054,0.91304,318014.88046743,ADA/USD
2025-08-25 05:00:00,0.913016,0.914916,0.897421,0.897521,1604853.29048005,ADA/USD
2025-08-25 06:00:00,0.897807,0.897901,0.8823,0.8823,2416918.26018013,ADA/USD
2025-08-25 07:00:00,0.882301,0.889114,0.8697,0.871653,1445345.18537993,ADA/USD
2025-08-25 08:00:00,0.871801,0.874993,0.864792,0.872738,1160759.94544171,ADA/USD
2025-08-25 09:00:00,0.8726,0.872742,0.867105,0.871649,1028647.5710418,ADA/USD
2025-08-25 10:00:00,0.871737,0.871737,0.856,0.856822,1326231.59259367,ADA/USD
2025-08-25 11:00:00,0.857299,0.866599,0.855881,0.866599,1172382.55280097,ADA/USD
2025-08-25 12:00:00,0.866568,0.870533,0.863282,0.870533,414855.35715351,ADA/USD
2025-08-25 13:00:00,0.870533,0.870641,0.854737,0.863489,671349.90452628,ADA/USD
2025-08-25 14:00:00,0.862978,0.873836,0.861801,0.873333,488008.7627422,ADA/USD
2025-08-25 15:00:00,0.873295,0.877631,0.86321,0.86559,883548.18704898,ADA/USD
2025-08-25 16:00:00,0.865591,0.883391,0.861768,0.869422,2756921.17696229,ADA/USD
2025-08-25 17:00:00,0.869421,0.87294,0.862887,0.87108,302116.9406331,ADA/USD
2025-08-25 18:00:00,0.87108,0.874,0.867747,0.870013,2647801.90678168,ADA/USD
2025-08-25 19:00:00,0.870012,0.870739,0.848869,0.85026,1860719.47676213,ADA/USD
2025-08-25 20:00:00,0.850055,0.85514,0.830937,0.831839,3562427.10376047,ADA/USD
2025-08-25 21:00:00,0.830937,0.841381,0.83,0.833349,690243.8258226,ADA/USD
2025-08-25 22:00:00,0.833433,0.843315,0.83199,0.83777,404374.07220245,ADA/USD
2025-08-25 23:00:00,0.837982,0.839645,0.832645,0.836306,290926.41924493,ADA/USD
2025-08-26 00:00:00,0.836968,0.840383,0.826982,0.833022,765668.41246477,ADA/USD
2025-08-26 01:00:00,0.832501,0.843901,0.829882,0.8415,261427.79862243,ADA/USD
2025-08-26 02:00:00,0.842154,0.845231,0.835357,0.836686,306103.91836107,ADA/USD
2025-08-26 03:00:00,0.837226,0.841167,0.832281,0.83603,240156.50109826,ADA/USD
2025-08-26 04:00:00,0.83643,0.846607,0.836239,0.845377,348556.14357075,ADA/USD
2025-08-26 05:00:00,0.844873,0.847087,0.839702,0.840541,315471.39638387,ADA/USD
2025-08-26 06:00:00,0.841141,0.8421,0.83546,0.838082,227236.61829873,ADA/USD
2025-08-26 07:00:00,0.838549,0.849855,0.836123,0.840893,181985.41834856,ADA/USD
2025-08-26 08:00:00,0.840623,0.843629,0.836227,0.839399,62363.78244073,ADA/USD
2025-08-26 09:00:00,0.839038,0.842268,0.837302,0.840399,99936.46747916,ADA/USD
2025-08-26 10:00:00,0.840532,0.847188,0.840365,0.842865,419565.56093571,ADA/USD
2025-08-26 11:00:00,0.843797,0.8447,0.834705,0.838144,1434523.83859812,ADA/USD
2025-08-26 12:00:00,0.838162,0.857,0.831873,0.850174,1711808.34596557,ADA/USD
2025-08-26 13:00:00,0.8486,0.852919,0.834371,0.84541,709104.23968886,ADA/USD
2025-08-26 14:00:00,0.846,0.857,0.8415,0.855314,788285.3514422,ADA/USD
2025-08-26 15:00:00,0.855303,0.859181,0.845944,0.849042,285857.04428555,ADA/USD
2025-08-26 16:00:00,0.849043,0.859541,0.848396,0.859541,181949.78625482,ADA/USD
2025-08-26 17:00:00,0.859541,0.861,0.853579,0.858201,303798.17840031,ADA/USD
2025-08-26 18:00:00,0.858201,0.866102,0.858201,0.863401,1417759.17394936,ADA/USD
2025-08-26 19:00:00,0.8634,0.874795,0.861178,0.872849,1232572.42910049,ADA/USD
2025-08-26 20:00:00,0.873153,0.873328,0.864443,0.867904,1283204.51176913,ADA/USD
2025-08-26 21:00:00,0.867979,0.869697,0.862702,0.869697,193295.10762473,ADA/USD
2025-08-26 22:00:00,0.869892,0.871132,0.865396,0.86899,230648.57646785,ADA/USD
2025-08-26 23:00:00,0.86899,0.873441,0.865634,0.866194,215852.68992858,ADA/USD
2025-08-27 00:00:00,0.866728,0.866728,0.859001,0.860024,1042839.68164078,ADA/USD
2025-08-27 01:00:00,0.860636,0.862973,0.857288,0.862498,460236.35858028,ADA/USD
2025-08-27 02:00:00,0.86276,0.866912,0.858147,0.863652,110096.75593966,ADA/USD
2025-08-27 03:00:00,0.863352,0.873795,0.858758,0.869427,173318.17174665,ADA/USD
2025-08-27 04:00:00,0.869286,0.876288,0.868502,0.87325,120847.45957981,ADA/USD
2025-08-27 05:00:00,0.873453,0.873453,0.866048,0.8665,189688.27217992,ADA/USD
2025-08-27 06:00:00,0.866501,0.866501,0.86,0.860064,219664.82946777,ADA/USD
2025-08-27 07:00:00,0.860064,0.860817,0.853691,0.855819,658829.85150921,ADA/USD
2025-08-27 08:00:00,0.856857,0.861399,0.854091,0.861399,108275.32703054,ADA/USD
2025-08-27 09:00:00,0.860419,0.866986,0.859594,0.860539,120954.81518446,ADA/USD
2025-08-27 10:00:00,0.860611,0.863517,0.85832,0.858942,96220.27416819,ADA/USD
2025-08-27 11:00:00,0.858979,0.865899,0.858979,0.865899,76323.65829405,ADA/USD
2025-08-27 12:00:00,0.864383,0.866313,0.859446,0.865449,162173.65923615,ADA/USD
2025-08-27 13:00:00,0.864335,0.87001,0.856946,0.862484,121215.49845652,ADA/USD
2025-08-27 14:00:00,0.862001,0.877265,0.860948,0.869083,383163.02535497,ADA/USD
2025-08-27 15:00:00,0.869136,0.876274,0.867329,0.872712,1226682.11114339,ADA/USD
2025-08-27 16:00:00,0.872367,0.872699,0.861767,0.868813,2923623.29972891,ADA/USD
2025-08-27 17:00:00,0.86829,0.872633,0.8647,0.871633,119103.61633627,ADA/USD
