timestamp,DOT_close,LINK_close
2025-09-01 03:00:00,3.6903,23.0675
2025-09-01 04:00:00,3.6688,22.87924
2025-09-01 05:00:00,3.6951,22.8609
2025-09-01 06:00:00,3.7024,22.93256
2025-09-01 07:00:00,3.8173,23.59247
2025-09-01 08:00:00,3.8475,23.77904
2025-09-01 09:00:00,3.8422,23.57656
2025-09-01 10:00:00,3.7962,23.4281
2025-09-01 11:00:00,3.7692,23.2144
2025-09-01 12:00:00,3.7721,23.17909
2025-09-01 13:00:00,3.7491,22.97671
2025-09-01 14:00:00,3.7603,22.97375
2025-09-01 15:00:00,3.7273,22.7907
2025-09-01 16:00:00,3.7215,22.75965
2025-09-01 17:00:00,3.7102,22.59491
2025-09-01 18:00:00,3.7261,22.77
2025-09-01 19:00:00,3.7439,22.81201
2025-09-01 20:00:00,3.676,22.44003
2025-09-01 21:00:00,3.6404,22.25233
2025-09-01 22:00:00,3.6598,22.34105
2025-09-01 23:00:00,3.6905,22.52016
2025-09-02 00:00:00,3.686,22.408
2025-09-02 01:00:00,3.7157,22.69727
2025-09-02 02:00:00,3.7589,23.07999
2025-09-02 03:00:00,3.7713,23.14232
2025-09-02 04:00:00,3.7783,23.29078
2025-09-02 05:00:00,3.7754,23.34225
2025-09-02 06:00:00,3.7849,23.4264
2025-09-02 07:00:00,3.7534,23.22881
2025-09-02 08:00:00,3.7714,23.35347
2025-09-02 09:00:00,3.7771,23.39252
2025-09-02 10:00:00,3.7741,23.27476
2025-09-02 11:00:00,3.756,23.0865
2025-09-02 12:00:00,3.699,22.65102
2025-09-02 13:00:00,3.7985,23.39311
2025-09-02 14:00:00,3.7964,23.21381
2025-09-02 15:00:00,3.734,22.82707
2025-09-02 16:00:00,3.7599,23.00277
2025-09-02 17:00:00,3.7743,23.03382
2025-09-02 18:00:00,3.768,23.03874
2025-09-02 19:00:00,3.7464,23.02207
2025-09-02 20:00:00,3.7907,23.34947
2025-09-02 21:00:00,3.8091,23.45614
2025-09-02 22:00:00,3.8157,23.55001
2025-09-02 23:00:00,3.8164,23.47831
2025-09-03 00:00:00,3.8149,23.33049
2025-09-03 01:00:00,3.8226,23.51841
2025-09-03 02:00:00,3.83,23.43281
2025-09-03 03:00:00,3.8181,23.42104
2025-09-03 04:00:00,3.8129,23.43107
2025-09-03 05:00:00,3.8015,23.29486
2025-09-03 06:00:00,3.8082,23.34763
2025-09-03 07:00:00,3.8078,23.29312
2025-09-03 08:00:00,3.8149,23.27215
2025-09-03 09:00:00,3.8333,23.45418
2025-09-03 10:00:00,3.8301,23.44262
2025-09-03 11:00:00,3.8366,23.5068
2025-09-03 12:00:00,3.8136,23.40934
2025-09-03 13:00:00,3.8502,23.575
2025-09-03 14:00:00,3.8817,23.73216
2025-09-03 15:00:00,3.8932,23.82326
2025-09-03 16:00:00,3.8715,23.696
2025-09-03 17:00:00,3.8789,23.75
2025-09-03 18:00:00,3.8778,23.71653
2025-09-03 19:00:00,3.8937,23.85131
2025-09-03 20:00:00,3.8938,23.74732
2025-09-03 21:00:00,3.8866,23.7832
2025-09-03 22:00:00,3.8757,23.74604
2025-09-03 23:00:00,3.8649,23.69276
2025-09-04 00:00:00,3.8725,23.87997
2025-09-04 01:00:00,3.8569,23.9254
2025-09-04 02:00:00,3.8369,23.59152
2025-09-04 03:00:00,3.8119,23.50837
2025-09-04 04:00:00,3.8075,23.473
2025-09-04 05:00:00,3.7746,23.28791
2025-09-04 06:00:00,3.7674,23.18101
2025-09-04 07:00:00,3.7847,23.29972
2025-09-04 08:00:00,3.7799,23.24909
2025-09-04 09:00:00,3.7748,23.22651
2025-09-04 10:00:00,3.792,23.33327
2025-09-04 11:00:00,3.7841,23.30001
2025-09-04 12:00:00,3.7871,23.34277
2025-09-04 13:00:00,3.7831,23.1676
2025-09-04 14:00:00,3.7675,22.94277
2025-09-04 15:00:00,3.7557,22.48093
2025-09-04 16:00:00,3.7676,22.44444
2025-09-04 17:00:00,3.7558,22.46635
2025-09-04 18:00:00,3.7422,22.32283
2025-09-04 19:00:00,3.7388,22.2708
2025-09-04 20:00:00,3.7707,22.46423
2025-09-04 21:00:00,3.7796,22.50579
2025-09-04 22:00:00,3.7937,22.53835
2025-09-04 23:00:00,3.7671,22.32001
2025-09-05 00:00:00,3.7609,22.29476
2025-09-05 01:00:00,3.7842,22.40882
2025-09-05 02:00:00,3.7843,22.48112
2025-09-05 03:00:00,3.7831,22.48273
2025-09-05 04:00:00,3.79,22.53586
2025-09-05 05:00:00,3.7909,22.62675
2025-09-05 06:00:00,3.79,22.56678
2025-09-05 07:00:00,3.8375,23.08744
2025-09-05 08:00:00,3.8243,22.88581
2025-09-05 09:00:00,3.8269,22.81657
2025-09-05 10:00:00,3.8271,22.80815
2025-09-05 11:00:00,3.8298,22.82763
2025-09-05 12:00:00,3.8849,23.15
2025-09-05 13:00:00,3.8814,22.9775
2025-09-05 14:00:00,3.7951,22.2016
2025-09-05 15:00:00,3.8084,22.21885
2025-09-05 16:00:00,3.8143,22.2
2025-09-05 17:00:00,3.8011,22.13466
2025-09-05 18:00:00,3.817,22.387
2025-09-05 19:00:00,3.8195,22.4612
2025-09-05 20:00:00,3.8421,22.5299
2025-09-05 21:00:00,3.814,22.26927
2025-09-05 22:00:00,3.8303,22.40064
2025-09-05 23:00:00,3.8266,22.295
2025-09-06 00:00:00,3.8425,22.42808
2025-09-06 01:00:00,3.8473,22.45472
2025-09-06 02:00:00,3.8603,22.44836
2025-09-06 03:00:00,3.8799,22.42201
2025-09-06 04:00:00,3.8573,22.30001
2025-09-06 05:00:00,3.8357,22.15938
2025-09-06 06:00:00,3.8319,22.17472
2025-09-06 07:00:00,3.8244,22.18275
2025-09-06 08:00:00,3.8136,22.21921
2025-09-06 09:00:00,3.8037,22.13768
2025-09-06 10:00:00,3.8133,22.22813
2025-09-06 11:00:00,3.8138,22.27315
2025-09-06 12:00:00,3.8098,22.17336
2025-09-06 13:00:00,3.8045,22.18339
2025-09-06 14:00:00,3.8184,22.20013
2025-09-06 15:00:00,3.7937,22.0759
2025-09-06 16:00:00,3.8134,22.24643
2025-09-06 17:00:00,3.7999,22.069
2025-09-06 18:00:00,3.8098,22.0769
2025-09-06 19:00:00,3.7917,21.9014
2025-09-06 20:00:00,3.8105,22.05635
2025-09-06 21:00:00,3.8139,22.13952
2025-09-06 22:00:00,3.8174,22.2321
2025-09-06 23:00:00,3.8245,22.19583
2025-09-07 00:00:00,3.8326,22.28646
2025-09-07 01:00:00,3.8478,22.3469
2025-09-07 02:00:00,3.8561,22.3503
2025-09-07 03:00:00,3.8503,22.37483
2025-09-07 04:00:00,3.8506,22.45
2025-09-07 05:00:00,3.8659,22.3734
2025-09-07 06:00:00,3.8505,22.29029
2025-09-07 07:00:00,3.8519,22.27862
2025-09-07 08:00:00,3.861,22.36728
2025-09-07 09:00:00,3.8528,22.24275
2025-09-07 10:00:00,3.8577,22.2689
2025-09-07 11:00:00,3.8649,22.39497
2025-09-07 12:00:00,3.9593,22.26044
2025-09-07 13:00:00,4.0815,22.3355
2025-09-07 14:00:00,4.0148,22.36699
2025-09-07 15:00:00,3.9665,22.40361
2025-09-07 16:00:00,3.9812,22.29651
2025-09-07 17:00:00,3.955,22.2023
2025-09-07 18:00:00,3.9674,22.16
2025-09-07 19:00:00,3.9885,22.20992
2025-09-07 20:00:00,3.9869,22.27963
2025-09-07 21:00:00,3.9822,22.26252
2025-09-07 22:00:00,4.0111,22.49565
2025-09-07 23:00:00,3.995,22.46623
2025-09-08 00:00:00,4.0003,22.38351
2025-09-08 01:00:00,4.0127,22.28638
2025-09-08 02:00:00,4.041,22.53576
2025-09-08 03:00:00,4.0498,22.57917
2025-09-08 04:00:00,4.0269,22.47264
2025-09-08 05:00:00,4.0341,22.48821
2025-09-08 06:00:00,4.0044,22.40382
2025-09-08 07:00:00,3.9999,22.40318
2025-09-08 08:00:00,4.0027,22.54901
2025-09-08 09:00:00,4.0306,22.87572
2025-09-08 10:00:00,4.0298,23.13839
2025-09-08 11:00:00,4.0231,22.97636
2025-09-08 12:00:00,4.0259,23.1199
2025-09-08 13:00:00,4.0107,22.90992
2025-09-08 14:00:00,4.0459,23.10363
2025-09-08 15:00:00,4.0651,23.20199
2025-09-08 16:00:00,4.05,23.07079
2025-09-08 17:00:00,4.035,22.99819
2025-09-08 18:00:00,4.0551,23.1137
2025-09-08 19:00:00,4.0213,22.94421
2025-09-08 20:00:00,4.0151,22.91157
2025-09-08 21:00:00,4.0588,23.1092
2025-09-08 22:00:00,4.049,23.05522
2025-09-08 23:00:00,4.0463,23.03808
2025-09-09 00:00:00,4.0811,23.23132
2025-09-09 01:00:00,4.0574,23.03487
2025-09-09 02:00:00,4.0286,22.88477
2025-09-09 03:00:00,4.0422,23.18053
2025-09-09 04:00:00,4.0474,23.23281
2025-09-09 05:00:00,4.0542,23.29498
2025-09-09 06:00:00,4.1105,23.63842
2025-09-09 07:00:00,4.1198,23.655
2025-09-09 08:00:00,4.1294,23.67059
2025-09-09 09:00:00,4.146,23.65096
2025-09-09 10:00:00,4.15,23.63914
2025-09-09 11:00:00,4.15,23.52136
2025-09-09 12:00:00,4.1371,23.68168
2025-09-09 13:00:00,4.1727,23.60935
2025-09-09 14:00:00,4.1121,23.18217
2025-09-09 15:00:00,4.0759,22.93433
2025-09-09 16:00:00,4.05,22.97869
2025-09-09 17:00:00,4.0606,22.9587
2025-09-09 18:00:00,4.0807,22.98927
2025-09-09 19:00:00,4.108,23.08499
2025-09-09 20:00:00,4.1246,23.1061
2025-09-09 21:00:00,4.101,22.99832
2025-09-09 22:00:00,4.1383,23.1044
2025-09-09 23:00:00,4.1382,23.04782
2025-09-10 00:00:00,4.1125,22.91142
2025-09-10 01:00:00,4.1279,23.05155
2025-09-10 02:00:00,4.1329,23.3414
2025-09-10 03:00:00,4.1313,23.38801
2025-09-10 04:00:00,4.1209,23.28951
2025-09-10 05:00:00,4.0934,23.36872
2025-09-10 06:00:00,4.1113,23.55368
2025-09-10 07:00:00,4.1154,23.45753
2025-09-10 08:00:00,4.0851,23.42993
2025-09-10 09:00:00,4.0911,23.3821
2025-09-10 10:00:00,4.0591,23.35822
2025-09-10 11:00:00,4.0822,23.37734
2025-09-10 12:00:00,4.1685,23.62
2025-09-10 13:00:00,4.1841,23.77283
2025-09-10 14:00:00,4.1629,23.6301
2025-09-10 15:00:00,4.1721,23.67773
2025-09-10 16:00:00,4.19,23.62914
2025-09-10 17:00:00,4.1889,23.61076
2025-09-10 18:00:00,4.1936,23.52026
2025-09-10 19:00:00,4.1643,23.32564
2025-09-10 20:00:00,4.1727,23.34765
2025-09-10 21:00:00,4.1937,23.55374
2025-09-10 22:00:00,4.2001,23.57268
2025-09-10 23:00:00,4.2123,23.56414
2025-09-11 00:00:00,4.2369,23.66999
2025-09-11 01:00:00,4.2398,23.7334
2025-09-11 02:00:00,4.2162,23.71938
2025-09-11 03:00:00,4.2425,23.8074
2025-09-11 04:00:00,4.226,23.78101
2025-09-11 05:00:00,4.2172,23.77653
2025-09-11 06:00:00,4.2278,23.85024
2025-09-11 07:00:00,4.2243,23.82992
2025-09-11 08:00:00,4.211,23.83553
2025-09-11 09:00:00,4.187,23.758
2025-09-11 10:00:00,4.2051,23.76187
2025-09-11 11:00:00,4.1889,23.77219
2025-09-11 12:00:00,4.1847,23.73622
2025-09-11 13:00:00,4.2045,23.784
2025-09-11 14:00:00,4.1835,23.6492
2025-09-11 15:00:00,4.1651,23.526
2025-09-11 16:00:00,4.1817,23.60844
2025-09-11 17:00:00,4.1881,23.72359
2025-09-11 18:00:00,4.1882,23.795
2025-09-11 19:00:00,4.2145,23.9794
2025-09-11 20:00:00,4.217,24.18552
2025-09-11 21:00:00,4.233,24.17203
2025-09-11 22:00:00,4.2383,24.4
2025-09-11 23:00:00,4.2377,24.4871
2025-09-12 00:00:00,4.2706,24.64805
2025-09-12 01:00:00,4.2447,24.42001
2025-09-12 02:00:00,4.2258,24.63827
2025-09-12 03:00:00,4.217,24.70018
2025-09-12 04:00:00,4.2221,24.69742
2025-09-12 05:00:00,4.2501,24.78185
2025-09-12 06:00:00,4.2532,24.66609
2025-09-12 07:00:00,4.2319,24.53685
2025-09-12 08:00:00,4.2102,24.44
2025-09-12 09:00:00,4.1945,24.49094
2025-09-12 10:00:00,4.1986,24.39923
2025-09-12 11:00:00,4.1726,24.31702
2025-09-12 12:00:00,4.1964,24.37337
2025-09-12 13:00:00,4.218,24.42039
2025-09-12 14:00:00,4.2194,24.57737
2025-09-12 15:00:00,4.197,24.52877
2025-09-12 16:00:00,4.2162,24.59747
2025-09-12 17:00:00,4.2503,24.81814
2025-09-12 18:00:00,4.2877,24.98457
2025-09-12 19:00:00,4.2949,25.15252
2025-09-12 20:00:00,4.28,25.21671
2025-09-12 21:00:00,4.2754,24.95601
2025-09-12 22:00:00,4.3158,25.15295
2025-09-12 23:00:00,4.3197,25.1544
2025-09-13 00:00:00,4.3406,25.10121
2025-09-13 01:00:00,4.3191,25.0226
2025-09-13 02:00:00,4.3361,25.04693
2025-09-13 03:00:00,4.3748,25.25698
2025-09-13 04:00:00,4.3879,25.14121
2025-09-13 05:00:00,4.4176,25.06
2025-09-13 06:00:00,4.4538,25.1424
2025-09-13 07:00:00,4.464,25.17962
2025-09-13 08:00:00,4.5088,25.43693
2025-09-13 09:00:00,4.5133,25.53384
2025-09-13 10:00:00,4.5757,25.28234
2025-09-13 11:00:00,4.5831,25.30878
2025-09-13 12:00:00,4.6131,25.34313
2025-09-13 13:00:00,4.5434,25.03933
2025-09-13 14:00:00,4.535,24.98614
2025-09-13 15:00:00,4.5111,24.82204
2025-09-13 16:00:00,4.4643,24.63415
2025-09-13 17:00:00,4.4895,24.79031
2025-09-13 18:00:00,4.4748,24.75503
2025-09-13 19:00:00,4.4657,24.77026
2025-09-13 20:00:00,4.491,24.94176
2025-09-13 21:00:00,4.4956,24.84946
2025-09-13 22:00:00,4.4918,24.84338
2025-09-13 23:00:00,4.495,24.8999
2025-09-14 00:00:00,4.4519,24.85118
2025-09-14 01:00:00,4.4559,24.87764
2025-09-14 02:00:00,4.4511,24.91254
2025-09-14 03:00:00,4.3997,24.66787
2025-09-14 04:00:00,4.4001,24.6643
2025-09-14 05:00:00,4.442,24.85911
2025-09-14 06:00:00,4.4146,24.72612
2025-09-14 07:00:00,4.4238,24.61896
2025-09-14 08:00:00,4.4262,24.60001
2025-09-14 09:00:00,4.4494,24.67608
2025-09-14 10:00:00,4.4452,24.65355
2025-09-14 11:00:00,4.3738,24.35999
2025-09-14 12:00:00,4.3515,24.30872
2025-09-14 13:00:00,4.3295,24.15532
2025-09-14 14:00:00,4.3141,23.99448
2025-09-14 15:00:00,4.3251,24.01955
2025-09-14 16:00:00,4.3493,24.1
2025-09-14 17:00:00,4.3658,24.23001
2025-09-14 18:00:00,4.3352,24.10501
2025-09-14 19:00:00,4.3301,24.15608
2025-09-14 20:00:00,4.3355,24.24597
2025-09-14 21:00:00,4.348,24.3032
2025-09-14 22:00:00,4.3658,24.35767
2025-09-14 23:00:00,4.3227,24.14341
2025-09-15 00:00:00,4.3388,24.10032
2025-09-15 01:00:00,4.3297,24.15584
2025-09-15 02:00:00,4.3398,24.10978
2025-09-15 03:00:00,4.3712,24.31315
2025-09-15 04:00:00,4.3647,24.25615
2025-09-15 05:00:00,4.4002,24.42401
2025-09-15 06:00:00,4.3193,24.11939
2025-09-15 07:00:00,4.2558,23.86641
2025-09-15 08:00:00,4.1468,23.24482
2025-09-15 09:00:00,4.195,23.41065
2025-09-15 10:00:00,4.2011,23.4086
2025-09-15 11:00:00,4.1933,23.43421
2025-09-15 12:00:00,4.1621,23.25327
2025-09-15 13:00:00,4.1838,23.33592
2025-09-15 14:00:00,4.1533,23.23607
2025-09-15 15:00:00,4.1455,23.17715
2025-09-15 16:00:00,4.117,23.07193
2025-09-15 17:00:00,4.14,23.26001
2025-09-15 18:00:00,4.1477,23.34319
2025-09-15 19:00:00,4.1421,23.35033
2025-09-15 20:00:00,4.1637,23.58282
2025-09-15 21:00:00,4.172,23.82958
2025-09-15 22:00:00,4.1549,23.64421
2025-09-15 23:00:00,4.1552,23.58382
2025-09-16 00:00:00,4.1354,23.50001
2025-09-16 01:00:00,4.13,23.43379
2025-09-16 02:00:00,4.1267,23.46843
2025-09-16 03:00:00,4.159,23.37543
2025-09-16 04:00:00,4.1532,23.36088
2025-09-16 05:00:00,4.2011,23.5402
2025-09-16 06:00:00,4.1576,23.40938
2025-09-16 07:00:00,4.1677,23.46842
2025-09-16 08:00:00,4.2194,23.66039
2025-09-16 09:00:00,4.2443,23.72703
2025-09-16 10:00:00,4.219,23.61284
2025-09-16 11:00:00,4.2108,23.64036
2025-09-16 12:00:00,4.2098,23.56906
2025-09-16 13:00:00,4.2048,23.49421
2025-09-16 14:00:00,4.1861,23.37559
2025-09-16 15:00:00,4.2285,23.46363
2025-09-16 16:00:00,4.2159,23.46146
2025-09-16 17:00:00,4.266,23.56478
2025-09-16 18:00:00,4.2674,23.49842
2025-09-16 19:00:00,4.2776,23.589
2025-09-16 20:00:00,4.2647,23.595
2025-09-16 21:00:00,4.2828,23.69998
2025-09-16 22:00:00,4.28,23.62021
2025-09-16 23:00:00,4.2574,23.4925
2025-09-17 00:00:00,4.2494,23.53954
2025-09-17 01:00:00,4.2355,23.46076
2025-09-17 02:00:00,4.2491,23.50001
2025-09-17 03:00:00,4.2187,23.31662
2025-09-17 04:00:00,4.1887,23.27473
2025-09-17 05:00:00,4.2127,23.42523
2025-09-17 06:00:00,4.23,23.5955
2025-09-17 07:00:00,4.2312,23.56935
2025-09-17 08:00:00,4.1967,23.34609
2025-09-17 09:00:00,4.1795,23.2558
2025-09-17 10:00:00,4.1711,23.13228
2025-09-17 11:00:00,4.1843,23.11
2025-09-17 12:00:00,4.1925,22.99276
2025-09-17 13:00:00,4.1894,22.97166
2025-09-17 14:00:00,4.1666,22.90152
2025-09-17 15:00:00,4.1718,22.9688
2025-09-17 16:00:00,4.1934,23.08745
2025-09-17 17:00:00,4.1714,22.91245
2025-09-17 18:00:00,4.176,22.93
2025-09-17 19:00:00,4.28,23.45717
2025-09-17 20:00:00,4.2515,23.42554
2025-09-17 21:00:00,4.3053,23.68065
2025-09-17 22:00:00,4.4087,24.08777
2025-09-17 23:00:00,4.4031,24.00072
2025-09-18 00:00:00,4.3842,23.89087
2025-09-18 01:00:00,4.4472,24.02
2025-09-18 02:00:00,4.4537,23.99675
2025-09-18 03:00:00,4.476,24.11147
2025-09-18 04:00:00,4.4782,24.08115
2025-09-18 05:00:00,4.456,23.92857
2025-09-18 06:00:00,4.4567,23.82617
2025-09-18 07:00:00,4.4888,23.99288
2025-09-18 08:00:00,4.5183,24.24
2025-09-18 09:00:00,4.5376,24.27837
2025-09-18 10:00:00,4.5363,24.208
2025-09-18 11:00:00,4.5229,24.19422
2025-09-18 12:00:00,4.5399,24.32
2025-09-18 13:00:00,4.5685,24.34751
2025-09-18 14:00:00,4.5648,24.3483
2025-09-18 15:00:00,4.5518,24.4938
2025-09-18 16:00:00,4.5539,24.42765
2025-09-18 17:00:00,4.5876,24.56696
2025-09-18 18:00:00,4.5916,24.58839
2025-09-18 19:00:00,4.566,24.53304
2025-09-18 20:00:00,4.5675,24.5948
2025-09-18 21:00:00,4.5513,24.58544
2025-09-18 22:00:00,4.5455,24.67012
2025-09-18 23:00:00,4.5375,24.62936
2025-09-19 00:00:00,4.8021,24.71075
2025-09-19 01:00:00,4.7224,24.78181
2025-09-19 02:00:00,4.6853,24.71497
2025-09-19 03:00:00,4.6287,24.49787
2025-09-19 04:00:00,4.6685,24.638
