timestamp,DOT_close,ADA_close
2025-08-28 09:00:00,3.9594,0.879393
2025-08-28 10:00:00,3.9617,0.869051
2025-08-28 11:00:00,3.96,0.867371
2025-08-28 12:00:00,3.9692,0.869518
2025-08-28 13:00:00,3.9685,0.868146
2025-08-28 14:00:00,4.0059,0.870746
2025-08-28 15:00:00,3.9553,0.858453
2025-08-28 16:00:00,3.9008,0.847584
2025-08-28 17:00:00,3.9282,0.852013
2025-08-28 18:00:00,3.9335,0.853248
2025-08-28 19:00:00,3.8841,0.84355
2025-08-28 20:00:00,3.912,0.845519
2025-08-28 21:00:00,3.9402,0.849861
2025-08-28 22:00:00,3.9988,0.860436
2025-08-28 23:00:00,3.979,0.858112
2025-08-29 00:00:00,3.9724,0.854924
2025-08-29 01:00:00,3.9356,0.842869
2025-08-29 02:00:00,3.9469,0.849699
2025-08-29 03:00:00,3.954,0.853469
2025-08-29 04:00:00,3.9263,0.847979
2025-08-29 05:00:00,3.9227,0.844944
2025-08-29 06:00:00,3.9111,0.840007
2025-08-29 07:00:00,3.8134,0.827619
2025-08-29 08:00:00,3.7739,0.819519
2025-08-29 09:00:00,3.8022,0.823351
2025-08-29 10:00:00,3.8041,0.825912
2025-08-29 11:00:00,3.8271,0.823667
2025-08-29 12:00:00,3.8525,0.839505
2025-08-29 13:00:00,3.8084,0.826835
2025-08-29 14:00:00,3.7604,0.826032
2025-08-29 15:00:00,3.7742,0.825805
2025-08-29 16:00:00,3.7742,0.820484
2025-08-29 17:00:00,3.7553,0.817901
2025-08-29 18:00:00,3.7291,0.813553
2025-08-29 19:00:00,3.7665,0.82088
2025-08-29 20:00:00,3.7422,0.813605
2025-08-29 21:00:00,3.7779,0.823873
2025-08-29 22:00:00,3.7631,0.824472
2025-08-29 23:00:00,3.7745,0.82638
2025-08-30 00:00:00,3.7638,0.826396
2025-08-30 01:00:00,3.7168,0.813001
2025-08-30 02:00:00,3.7697,0.82274
2025-08-30 03:00:00,3.8216,0.833812
2025-08-30 04:00:00,3.7971,0.831701
2025-08-30 05:00:00,3.808,0.8342
2025-08-30 06:00:00,3.8,0.836228
2025-08-30 07:00:00,3.8085,0.836646
2025-08-30 08:00:00,3.7983,0.834823
2025-08-30 09:00:00,3.7838,0.831421
2025-08-30 10:00:00,3.7896,0.829413
2025-08-30 11:00:00,3.7892,0.827501
2025-08-30 12:00:00,3.7674,0.812893
2025-08-30 13:00:00,3.7565,0.813069
2025-08-30 14:00:00,3.7632,0.815851
2025-08-30 15:00:00,3.7834,0.823019
2025-08-30 16:00:00,3.7603,0.82
2025-08-30 17:00:00,3.7712,0.818673
2025-08-30 18:00:00,3.7729,0.817017
2025-08-30 19:00:00,3.7909,0.81983
2025-08-30 20:00:00,3.7907,0.818875
2025-08-30 21:00:00,3.7943,0.819822
2025-08-30 22:00:00,3.7999,0.82044
2025-08-30 23:00:00,3.8105,0.821876
2025-08-31 00:00:00,3.8525,0.83423
2025-08-31 01:00:00,3.8728,0.836402
2025-08-31 02:00:00,3.8551,0.83327
2025-08-31 03:00:00,3.8581,0.836955
2025-08-31 04:00:00,3.831,0.832715
2025-08-31 05:00:00,3.8195,0.830229
2025-08-31 06:00:00,3.8032,0.826226
2025-08-31 07:00:00,3.8028,0.826292
2025-08-31 08:00:00,3.8321,0.831484
2025-08-31 09:00:00,3.815,0.825402
2025-08-31 10:00:00,3.7949,0.821188
2025-08-31 11:00:00,3.8107,0.823456
2025-08-31 12:00:00,3.82,0.822866
2025-08-31 13:00:00,3.7987,0.821072
2025-08-31 14:00:00,3.7907,0.821105
2025-08-31 15:00:00,3.8164,0.827032
2025-08-31 16:00:00,3.8011,0.823686
2025-08-31 17:00:00,3.7961,0.822026
2025-08-31 18:00:00,3.8247,0.827283
2025-08-31 19:00:00,3.799,0.821801
2025-08-31 20:00:00,3.8011,0.828256
2025-08-31 21:00:00,3.8069,0.826181
2025-08-31 22:00:00,3.7741,0.820782
2025-08-31 23:00:00,3.7417,0.811246
2025-09-01 00:00:00,3.7314,0.806285
2025-09-01 01:00:00,3.7327,0.810877
2025-09-01 02:00:00,3.6861,0.802983
2025-09-01 03:00:00,3.6903,0.809819
2025-09-01 04:00:00,3.6688,0.80071
2025-09-01 05:00:00,3.6951,0.80374
2025-09-01 06:00:00,3.7024,0.80266
2025-09-01 07:00:00,3.8173,0.838259
2025-09-01 08:00:00,3.8475,0.841235
2025-09-01 09:00:00,3.8422,0.835092
2025-09-01 10:00:00,3.7962,0.828243
2025-09-01 11:00:00,3.7692,0.820199
2025-09-01 12:00:00,3.7721,0.818733
2025-09-01 13:00:00,3.7491,0.814328
2025-09-01 14:00:00,3.7603,0.814672
2025-09-01 15:00:00,3.7273,0.809518
2025-09-01 16:00:00,3.7215,0.806372
2025-09-01 17:00:00,3.7102,0.803501
2025-09-01 18:00:00,3.7261,0.809729
2025-09-01 19:00:00,3.7439,0.811447
2025-09-01 20:00:00,3.676,0.795051
2025-09-01 21:00:00,3.6404,0.78909
2025-09-01 22:00:00,3.6598,0.791887
2025-09-01 23:00:00,3.6905,0.800713
2025-09-02 00:00:00,3.686,0.801033
2025-09-02 01:00:00,3.7157,0.80526
2025-09-02 02:00:00,3.7589,0.817
2025-09-02 03:00:00,3.7713,0.817189
2025-09-02 04:00:00,3.7783,0.816708
2025-09-02 05:00:00,3.7754,0.820427
2025-09-02 06:00:00,3.7849,0.821687
2025-09-02 07:00:00,3.7534,0.817052
2025-09-02 08:00:00,3.7714,0.823612
2025-09-02 09:00:00,3.7771,0.821938
2025-09-02 10:00:00,3.7741,0.821133
2025-09-02 11:00:00,3.756,0.816574
2025-09-02 12:00:00,3.699,0.801564
2025-09-02 13:00:00,3.7985,0.8247
2025-09-02 14:00:00,3.7964,0.822723
2025-09-02 15:00:00,3.734,0.808536
2025-09-02 16:00:00,3.7599,0.812152
2025-09-02 17:00:00,3.7743,0.818216
2025-09-02 18:00:00,3.768,0.818232
2025-09-02 19:00:00,3.7464,0.820301
2025-09-02 20:00:00,3.7907,0.829194
2025-09-02 21:00:00,3.8091,0.831621
2025-09-02 22:00:00,3.8157,0.834019
2025-09-02 23:00:00,3.8164,0.834904
2025-09-03 00:00:00,3.8149,0.8312
2025-09-03 01:00:00,3.8226,0.836743
2025-09-03 02:00:00,3.83,0.839402
2025-09-03 03:00:00,3.8181,0.83417
2025-09-03 04:00:00,3.8129,0.835332
2025-09-03 05:00:00,3.8015,0.830337
2025-09-03 06:00:00,3.8082,0.828801
2025-09-03 07:00:00,3.8078,0.829631
2025-09-03 08:00:00,3.8149,0.830026
2025-09-03 09:00:00,3.8333,0.833858
2025-09-03 10:00:00,3.8301,0.832607
2025-09-03 11:00:00,3.8366,0.832663
2025-09-03 12:00:00,3.8136,0.830541
2025-09-03 13:00:00,3.8502,0.834139
2025-09-03 14:00:00,3.8817,0.839776
2025-09-03 15:00:00,3.8932,0.840765
2025-09-03 16:00:00,3.8715,0.836062
2025-09-03 17:00:00,3.8789,0.840214
2025-09-03 18:00:00,3.8778,0.837704
2025-09-03 19:00:00,3.8937,0.841164
2025-09-03 20:00:00,3.8938,0.840407
2025-09-03 21:00:00,3.8866,0.840759
2025-09-03 22:00:00,3.8757,0.839023
2025-09-03 23:00:00,3.8649,0.83619
2025-09-04 00:00:00,3.8725,0.839853
2025-09-04 01:00:00,3.8569,0.835548
2025-09-04 02:00:00,3.8369,0.8293
2025-09-04 03:00:00,3.8119,0.824
2025-09-04 04:00:00,3.8075,0.824108
2025-09-04 05:00:00,3.7746,0.819642
2025-09-04 06:00:00,3.7674,0.814905
2025-09-04 07:00:00,3.7847,0.818186
2025-09-04 08:00:00,3.7799,0.816531
2025-09-04 09:00:00,3.7748,0.819788
2025-09-04 10:00:00,3.792,0.820581
2025-09-04 11:00:00,3.7841,0.818026
2025-09-04 12:00:00,3.7871,0.819041
2025-09-04 13:00:00,3.7831,0.815435
2025-09-04 14:00:00,3.7675,0.810689
2025-09-04 15:00:00,3.7557,0.808114
2025-09-04 16:00:00,3.7676,0.808983
2025-09-04 17:00:00,3.7558,0.808082
2025-09-04 18:00:00,3.7422,0.805923
2025-09-04 19:00:00,3.7388,0.804367
2025-09-04 20:00:00,3.7707,0.80924
2025-09-04 21:00:00,3.7796,0.811797
2025-09-04 22:00:00,3.7937,0.817377
2025-09-04 23:00:00,3.7671,0.809405
2025-09-05 00:00:00,3.7609,0.805955
2025-09-05 01:00:00,3.7842,0.814359
2025-09-05 02:00:00,3.7843,0.817369
2025-09-05 03:00:00,3.7831,0.817375
2025-09-05 04:00:00,3.79,0.819468
2025-09-05 05:00:00,3.7909,0.816718
2025-09-05 06:00:00,3.79,0.819885
2025-09-05 07:00:00,3.8375,0.82996
2025-09-05 08:00:00,3.8243,0.826675
2025-09-05 09:00:00,3.8269,0.827902
2025-09-05 10:00:00,3.8271,0.828
2025-09-05 11:00:00,3.8298,0.831446
2025-09-05 12:00:00,3.8849,0.844901
2025-09-05 13:00:00,3.8814,0.843261
2025-09-05 14:00:00,3.7951,0.821849
2025-09-05 15:00:00,3.8084,0.824351
2025-09-05 16:00:00,3.8143,0.827488
2025-09-05 17:00:00,3.8011,0.821907
2025-09-05 18:00:00,3.817,0.831867
2025-09-05 19:00:00,3.8195,0.835105
2025-09-05 20:00:00,3.8421,0.837911
2025-09-05 21:00:00,3.814,0.830515
2025-09-05 22:00:00,3.8303,0.833757
2025-09-05 23:00:00,3.8266,0.830352
2025-09-06 00:00:00,3.8425,0.834013
2025-09-06 01:00:00,3.8473,0.831335
2025-09-06 02:00:00,3.8603,0.833219
2025-09-06 03:00:00,3.8799,0.832999
2025-09-06 04:00:00,3.8573,0.828779
2025-09-06 05:00:00,3.8357,0.824608
2025-09-06 06:00:00,3.8319,0.824221
2025-09-06 07:00:00,3.8244,0.8247
2025-09-06 08:00:00,3.8136,0.824347
2025-09-06 09:00:00,3.8037,0.820714
2025-09-06 10:00:00,3.8133,0.821993
2025-09-06 11:00:00,3.8138,0.822821
2025-09-06 12:00:00,3.8098,0.824095
2025-09-06 13:00:00,3.8045,0.824212
2025-09-06 14:00:00,3.8184,0.82574
2025-09-06 15:00:00,3.7937,0.822489
2025-09-06 16:00:00,3.8134,0.823127
2025-09-06 17:00:00,3.7999,0.819425
2025-09-06 18:00:00,3.8098,0.820528
2025-09-06 19:00:00,3.7917,0.814988
2025-09-06 20:00:00,3.8105,0.819489
2025-09-06 21:00:00,3.8139,0.819692
2025-09-06 22:00:00,3.8174,0.818007
2025-09-06 23:00:00,3.8245,0.818218
2025-09-07 00:00:00,3.8326,0.821525
2025-09-07 01:00:00,3.8478,0.824091
2025-09-07 02:00:00,3.8561,0.824986
2025-09-07 03:00:00,3.8503,0.828412
2025-09-07 04:00:00,3.8506,0.826449
2025-09-07 05:00:00,3.8659,0.827
2025-09-07 06:00:00,3.8505,0.825609
2025-09-07 07:00:00,3.8519,0.826086
2025-09-07 08:00:00,3.861,0.828756
2025-09-07 09:00:00,3.8528,0.826818
2025-09-07 10:00:00,3.8577,0.828727
2025-09-07 11:00:00,3.8649,0.832158
2025-09-07 12:00:00,3.9593,0.829584
2025-09-07 13:00:00,4.0815,0.830305
2025-09-07 14:00:00,4.0148,0.833701
2025-09-07 15:00:00,3.9665,0.834091
2025-09-07 16:00:00,3.9812,0.830117
2025-09-07 17:00:00,3.955,0.827587
2025-09-07 18:00:00,3.9674,0.825333
2025-09-07 19:00:00,3.9885,0.828636
2025-09-07 20:00:00,3.9869,0.831839
2025-09-07 21:00:00,3.9822,0.829419
2025-09-07 22:00:00,4.0111,0.8351
2025-09-07 23:00:00,3.995,0.835054
2025-09-08 00:00:00,4.0003,0.832519
2025-09-08 01:00:00,4.0127,0.833458
2025-09-08 02:00:00,4.041,0.840641
2025-09-08 03:00:00,4.0498,0.840769
2025-09-08 04:00:00,4.0269,0.837617
2025-09-08 05:00:00,4.0341,0.838261
2025-09-08 06:00:00,4.0044,0.840275
2025-09-08 07:00:00,3.9999,0.841883
2025-09-08 08:00:00,4.0027,0.845602
2025-09-08 09:00:00,4.0306,0.84825
2025-09-08 10:00:00,4.0298,0.854454
2025-09-08 11:00:00,4.0231,0.852133
2025-09-08 12:00:00,4.0259,0.855555
2025-09-08 13:00:00,4.0107,0.855789
2025-09-08 14:00:00,4.0459,0.863401
2025-09-08 15:00:00,4.0651,0.865466
2025-09-08 16:00:00,4.05,0.861351
2025-09-08 17:00:00,4.035,0.861177
2025-09-08 18:00:00,4.0551,0.867871
2025-09-08 19:00:00,4.0213,0.861184
2025-09-08 20:00:00,4.0151,0.860886
2025-09-08 21:00:00,4.0588,0.866025
2025-09-08 22:00:00,4.049,0.866
2025-09-08 23:00:00,4.0463,0.865126
2025-09-09 00:00:00,4.0811,0.869524
2025-09-09 01:00:00,4.0574,0.865425
2025-09-09 02:00:00,4.0286,0.857617
2025-09-09 03:00:00,4.0422,0.867867
2025-09-09 04:00:00,4.0474,0.867086
2025-09-09 05:00:00,4.0542,0.868692
2025-09-09 06:00:00,4.1105,0.882545
2025-09-09 07:00:00,4.1198,0.888079
2025-09-09 08:00:00,4.1294,0.88967
2025-09-09 09:00:00,4.146,0.887686
2025-09-09 10:00:00,4.15,0.882944
2025-09-09 11:00:00,4.15,0.884002
2025-09-09 12:00:00,4.1371,0.882732
2025-09-09 13:00:00,4.1727,0.883861
2025-09-09 14:00:00,4.1121,0.867595
2025-09-09 15:00:00,4.0759,0.857596
2025-09-09 16:00:00,4.05,0.860131
2025-09-09 17:00:00,4.0606,0.861434
2025-09-09 18:00:00,4.0807,0.862934
2025-09-09 19:00:00,4.108,0.862213
2025-09-09 20:00:00,4.1246,0.863783
2025-09-09 21:00:00,4.101,0.862467
2025-09-09 22:00:00,4.1383,0.866644
2025-09-09 23:00:00,4.1382,0.864755
2025-09-10 00:00:00,4.1125,0.860722
2025-09-10 01:00:00,4.1279,0.866911
2025-09-10 02:00:00,4.1329,0.876753
2025-09-10 03:00:00,4.1313,0.87785
2025-09-10 04:00:00,4.1209,0.874098
2025-09-10 05:00:00,4.0934,0.872207
2025-09-10 06:00:00,4.1113,0.875901
2025-09-10 07:00:00,4.1154,0.880877
2025-09-10 08:00:00,4.0851,0.878045
2025-09-10 09:00:00,4.0911,0.876425
2025-09-10 10:00:00,4.0591,0.87313
2025-09-10 11:00:00,4.0822,0.87499
2025-09-10 12:00:00,4.1685,0.886443
2025-09-10 13:00:00,4.1841,0.891753
2025-09-10 14:00:00,4.1629,0.887598
2025-09-10 15:00:00,4.1721,0.887535
2025-09-10 16:00:00,4.19,0.89076
2025-09-10 17:00:00,4.1889,0.887925
2025-09-10 18:00:00,4.1936,0.883202
2025-09-10 19:00:00,4.1643,0.87683
2025-09-10 20:00:00,4.1727,0.879274
2025-09-10 21:00:00,4.1937,0.885828
2025-09-10 22:00:00,4.2001,0.88695
2025-09-10 23:00:00,4.2123,0.884999
2025-09-11 00:00:00,4.2369,0.885502
2025-09-11 01:00:00,4.2398,0.88882
2025-09-11 02:00:00,4.2162,0.88907
2025-09-11 03:00:00,4.2425,0.894
2025-09-11 04:00:00,4.226,0.890101
2025-09-11 05:00:00,4.2172,0.887053
2025-09-11 06:00:00,4.2278,0.888301
2025-09-11 07:00:00,4.2243,0.887236
2025-09-11 08:00:00,4.211,0.88629
2025-09-11 09:00:00,4.187,0.885274
2025-09-11 10:00:00,4.2051,0.89053
2025-09-11 11:00:00,4.1889,0.883115
2025-09-11 12:00:00,4.1847,0.881077
2025-09-11 13:00:00,4.2045,0.882856
2025-09-11 14:00:00,4.1835,0.875584
2025-09-11 15:00:00,4.1651,0.876983
2025-09-11 16:00:00,4.1817,0.879237
2025-09-11 17:00:00,4.1881,0.88206
2025-09-11 18:00:00,4.1882,0.880819
2025-09-11 19:00:00,4.2145,0.881901
2025-09-11 20:00:00,4.217,0.882509
2025-09-11 21:00:00,4.233,0.884436
2025-09-11 22:00:00,4.2383,0.891101
2025-09-11 23:00:00,4.2377,0.894051
2025-09-12 00:00:00,4.2706,0.90329
2025-09-12 01:00:00,4.2447,0.898692
2025-09-12 02:00:00,4.2258,0.902499
2025-09-12 03:00:00,4.217,0.901189
2025-09-12 04:00:00,4.2221,0.904101
2025-09-12 05:00:00,4.2501,0.906122
2025-09-12 06:00:00,4.2532,0.901087
2025-09-12 07:00:00,4.2319,0.899
2025-09-12 08:00:00,4.2102,0.896043
2025-09-12 09:00:00,4.1945,0.89314
2025-09-12 10:00:00,4.1986,0.892104
2025-09-12 11:00:00,4.1726,0.888201
2025-09-12 12:00:00,4.1964,0.891011
2025-09-12 13:00:00,4.218,0.888509
2025-09-12 14:00:00,4.2194,0.891827
2025-09-12 15:00:00,4.197,0.894407
2025-09-12 16:00:00,4.2162,0.900255
2025-09-12 17:00:00,4.2503,0.903433
2025-09-12 18:00:00,4.2877,0.904499
2025-09-12 19:00:00,4.2949,0.908686
2025-09-12 20:00:00,4.28,0.906368
2025-09-12 21:00:00,4.2754,0.904862
2025-09-12 22:00:00,4.3158,0.915544
2025-09-12 23:00:00,4.3197,0.917597
2025-09-13 00:00:00,4.3406,0.927234
2025-09-13 01:00:00,4.3191,0.924735
2025-09-13 02:00:00,4.3361,0.92728
2025-09-13 03:00:00,4.3748,0.929407
2025-09-13 04:00:00,4.3879,0.926685
2025-09-13 05:00:00,4.4176,0.925838
2025-09-13 06:00:00,4.4538,0.92987
2025-09-13 07:00:00,4.464,0.926288
2025-09-13 08:00:00,4.5088,0.937068
2025-09-13 09:00:00,4.5133,0.954126
2025-09-13 10:00:00,4.5757,0.944251
2025-09-13 11:00:00,4.5831,0.949999
2025-09-13 12:00:00,4.6131,0.946925
2025-09-13 13:00:00,4.5434,0.937558
2025-09-13 14:00:00,4.535,0.941896
2025-09-13 15:00:00,4.5111,0.937603
2025-09-13 16:00:00,4.4643,0.925253
2025-09-13 17:00:00,4.4895,0.925305
2025-09-13 18:00:00,4.4748,0.92516
2025-09-13 19:00:00,4.4657,0.926927
2025-09-13 20:00:00,4.491,0.93053
2025-09-13 21:00:00,4.4956,0.929083
2025-09-13 22:00:00,4.4918,0.927731
2025-09-13 23:00:00,4.495,0.929892
2025-09-14 00:00:00,4.4519,0.923182
2025-09-14 01:00:00,4.4559,0.924101
2025-09-14 02:00:00,4.4511,0.926861
2025-09-14 03:00:00,4.3997,0.916424
2025-09-14 04:00:00,4.4001,0.918532
2025-09-14 05:00:00,4.442,0.923097
2025-09-14 06:00:00,4.4146,0.917561
2025-09-14 07:00:00,4.4238,0.91624
2025-09-14 08:00:00,4.4262,0.913903
2025-09-14 09:00:00,4.4494,0.918804
2025-09-14 10:00:00,4.4452,0.91588
2025-09-14 11:00:00,4.3738,0.903041
2025-09-14 12:00:00,4.3515,0.8964
2025-09-14 13:00:00,4.3295,0.888574
2025-09-14 14:00:00,4.3141,0.886554
2025-09-14 15:00:00,4.3251,0.886649
2025-09-14 16:00:00,4.3493,0.889577
2025-09-14 17:00:00,4.3658,0.895756
2025-09-14 18:00:00,4.3352,0.890318
2025-09-14 19:00:00,4.3301,0.889734
2025-09-14 20:00:00,4.3355,0.890899
2025-09-14 21:00:00,4.348,0.893884
2025-09-14 22:00:00,4.3658,0.89565
2025-09-14 23:00:00,4.3227,0.888171
2025-09-15 00:00:00,4.3388,0.888201
2025-09-15 01:00:00,4.3297,0.889956
2025-09-15 02:00:00,4.3398,0.890194
2025-09-15 03:00:00,4.3712,0.895549
2025-09-15 04:00:00,4.3647,0.898836
2025-09-15 05:00:00,4.4002,0.902406
2025-09-15 06:00:00,4.3193,0.8893
2025-09-15 07:00:00,4.2558,0.878989
2025-09-15 08:00:00,4.1468,0.856844
2025-09-15 09:00:00,4.195,0.861635
2025-09-15 10:00:00,4.2011,0.862841
2025-09-15 11:00:00,4.1933,0.864865
2025-09-15 12:00:00,4.1621,0.85916
2025-09-15 13:00:00,4.1838,0.865227
2025-09-15 14:00:00,4.1533,0.861312
2025-09-15 15:00:00,4.1455,0.859736
2025-09-15 16:00:00,4.117,0.856156
2025-09-15 17:00:00,4.14,0.86175
2025-09-15 18:00:00,4.1477,0.861648
2025-09-15 19:00:00,4.1421,0.86
2025-09-15 20:00:00,4.1637,0.862532
2025-09-15 21:00:00,4.172,0.865005
2025-09-15 22:00:00,4.1549,0.862034
2025-09-15 23:00:00,4.1552,0.864012
2025-09-16 00:00:00,4.1354,0.861826
2025-09-16 01:00:00,4.13,0.860769
2025-09-16 02:00:00,4.1267,0.860049
2025-09-16 03:00:00,4.159,0.860135
2025-09-16 04:00:00,4.1532,0.85959
2025-09-16 05:00:00,4.2011,0.863412
2025-09-16 06:00:00,4.1576,0.863914
2025-09-16 07:00:00,4.1677,0.865596
2025-09-16 08:00:00,4.2194,0.870714
2025-09-16 09:00:00,4.2443,0.87023
2025-09-16 10:00:00,4.219,0.868943
2025-09-16 11:00:00,4.2108,0.870066
2025-09-16 12:00:00,4.2098,0.87165
2025-09-16 13:00:00,4.2048,0.866452
2025-09-16 14:00:00,4.1861,0.865499
2025-09-16 15:00:00,4.2285,0.870399
2025-09-16 16:00:00,4.2159,0.869
2025-09-16 17:00:00,4.266,0.87753
2025-09-16 18:00:00,4.2674,0.875341
2025-09-16 19:00:00,4.2776,0.877901
2025-09-16 20:00:00,4.2647,0.877181
2025-09-16 21:00:00,4.2828,0.882501
2025-09-16 22:00:00,4.28,0.883577
2025-09-16 23:00:00,4.2574,0.880446
2025-09-17 00:00:00,4.2494,0.878471
2025-09-17 01:00:00,4.2355,0.87787
2025-09-17 02:00:00,4.2491,0.879241
2025-09-17 03:00:00,4.2187,0.874
2025-09-17 04:00:00,4.1887,0.869585
2025-09-17 05:00:00,4.2127,0.878803
2025-09-17 06:00:00,4.23,0.881422
2025-09-17 07:00:00,4.2312,0.882519
2025-09-17 08:00:00,4.1967,0.877217
2025-09-17 09:00:00,4.1795,0.872574
2025-09-17 10:00:00,4.1711,0.87168
2025-09-17 11:00:00,4.1843,0.872309
2025-09-17 12:00:00,4.1925,0.872013
2025-09-17 13:00:00,4.1894,0.871213
2025-09-17 14:00:00,4.1666,0.865736
2025-09-17 15:00:00,4.1718,0.868796
2025-09-17 16:00:00,4.1934,0.871776
2025-09-17 17:00:00,4.1714,0.864542
2025-09-17 18:00:00,4.176,0.866604
2025-09-17 19:00:00,4.28,0.883021
2025-09-17 20:00:00,4.2515,0.881032
2025-09-17 21:00:00,4.3053,0.890485
2025-09-17 22:00:00,4.4087,0.910543
2025-09-17 23:00:00,4.4031,0.913268
2025-09-18 00:00:00,4.3842,0.909438
2025-09-18 01:00:00,4.4472,0.915584
2025-09-18 02:00:00,4.4537,0.916621
2025-09-18 03:00:00,4.476,0.917279
2025-09-18 04:00:00,4.4782,0.914409
2025-09-18 05:00:00,4.456,0.90872
2025-09-18 06:00:00,4.4567,0.903405
2025-09-18 07:00:00,4.4888,0.907837
2025-09-18 08:00:00,4.5183,0.919975
2025-09-18 09:00:00,4.5376,0.917843
2025-09-18 10:00:00,4.5363,0.913414
2025-09-18 11:00:00,4.5229,0.913517
2025-09-18 12:00:00,4.5399,0.914133
2025-09-18 13:00:00,4.5685,0.914221
2025-09-18 14:00:00,4.5648,0.923492
2025-09-18 15:00:00,4.5518,0.927164
2025-09-18 16:00:00,4.5539,0.924888
2025-09-18 17:00:00,4.5876,0.931918
2025-09-18 18:00:00,4.5916,0.938404
2025-09-18 19:00:00,4.566,0.93
2025-09-18 20:00:00,4.5675,0.930485
2025-09-18 21:00:00,4.5513,0.928216
2025-09-18 22:00:00,4.5455,0.922637
2025-09-18 23:00:00,4.5375,0.924542
2025-09-19 00:00:00,4.8021,0.934
2025-09-19 01:00:00,4.7224,0.933014
2025-09-19 02:00:00,4.6853,0.925305
2025-09-19 03:00:00,4.6287,0.919201
