timestamp,open,high,low,close,volume,symbol,log_price,log_return,simple_return
2025-08-24 17:00:00,25.83,26.50426,25.78374,26.01156,89783.62217689,LINK/USD,3.258541054593965,,
2025-08-24 18:00:00,26.01865,26.47859,25.96707,26.38219,63102.88312036,LINK/USD,3.2726891612808644,0.014148106686899364,0.014248664824408896
2025-08-24 19:00:00,26.38553,26.72567,25.26411,26.05,223388.75402277,LINK/USD,3.260017768199376,-0.012671393081488347,-0.012591449004044075
2025-08-24 20:00:00,26.05,26.08074,25.41282,25.87423,69991.46654242,LINK/USD,3.2532474926886352,-0.006770275510740831,-0.006747408829174684
2025-08-24 21:00:00,25.85637,26.2286,25.72704,26.10513,67011.6762004,LINK/USD,3.262131846739026,0.008884354050390897,0.008923937060155929
2025-08-24 22:00:00,26.0426,26.08173,25.67566,26.07227,22106.32525656,LINK/USD,3.2608722974190423,-0.0012595493199838437,-0.0012587564206728574
2025-08-24 23:00:00,26.04744,26.07231,25.80464,25.80993,7227.92607012,LINK/USD,3.250759301599762,-0.010112995819280268,-0.010062031422657047
2025-08-25 00:00:00,25.82156,25.91,25.32951,25.48001,53707.65441707,LINK/USD,3.237894223168564,-0.012865078431198107,-0.012782677054916536
2025-08-25 01:00:00,25.53695,26.27912,25.53241,26.11194,31286.83183873,LINK/USD,3.262392680984939,0.02449845781637494,0.024801010674642576
2025-08-25 02:00:00,26.15121,26.4278,26.01313,26.13414,62002.62348334,LINK/USD,3.2632425055588046,0.0008498245738657317,0.0008501857770812915
2025-08-25 03:00:00,26.14219,26.212,25.8976,25.90982,7943.53452538,LINK/USD,3.254622047425225,-0.00862045813357959,-0.008583408522338964
2025-08-25 04:00:00,25.91411,25.98166,25.65254,25.79064,22454.79072686,LINK/USD,3.250011635405431,-0.004610412019793841,-0.004599800384564645
2025-08-25 05:00:00,25.79329,25.97786,25.73368,25.85275,19613.63231568,LINK/USD,3.2524169782748937,0.00240534286946259,0.002408238027439502
2025-08-25 06:00:00,25.84031,26.375,25.50197,25.559,50033.11428409,LINK/USD,3.240989505113312,-0.01142747316158177,-0.011362427594743263
2025-08-25 07:00:00,25.53296,25.62481,24.82644,24.94773,85139.59150147,LINK/USD,3.21678283609449,-0.02420666901882207,-0.023916037403654333
2025-08-25 08:00:00,24.9757,25.16072,24.71,25.1,41956.19127786,LINK/USD,3.2228678461377385,0.006085010043248573,0.0061035613260205235
2025-08-25 09:00:00,25.1,25.12244,24.85808,24.93519,7360.29416076,LINK/USD,3.216280058780565,-0.006587787357173358,-0.006566135458167421
2025-08-25 10:00:00,24.92114,24.9292,24.33359,24.38904,40549.53610824,LINK/USD,3.1941338510595845,-0.022146207720980637,-0.021902780768865093
2025-08-25 11:00:00,24.40711,24.64197,24.40711,24.584,35497.51485316,LINK/USD,3.2020958248281834,0.007961973768598973,0.007993754571725686
2025-08-25 12:00:00,24.584,24.64206,24.3574,24.4947,11500.69364527,LINK/USD,3.19845676761811,-0.003639057210073293,-0.0036324438659289804
2025-08-25 13:00:00,24.49908,24.56255,24.25003,24.41974,25573.52404888,LINK/USD,3.1953918216152317,-0.0030649460028784326,-0.0030602538508330834
2025-08-25 14:00:00,24.44324,24.65933,24.40216,24.58604,56049.87432299,LINK/USD,3.202178802185988,0.006786980570756107,0.0068100643168191866
2025-08-25 15:00:00,24.5856,24.68931,24.39363,24.41478,25504.595137,LINK/USD,3.1951886866190424,-0.0069901155669453985,-0.006965741534626924
2025-08-25 16:00:00,24.42184,24.79836,24.27975,24.50995,35696.89282854,LINK/USD,3.19907915755426,0.0038904709352176603,0.0038980486410280513
2025-08-25 17:00:00,24.50617,24.52498,24.30178,24.38373,32168.72706275,LINK/USD,3.193916106608286,-0.005163050945974135,-0.005149745307517994
2025-08-25 18:00:00,24.3389,24.43688,24.15593,24.24496,53247.27519148,LINK/USD,3.1882087607312486,-0.005707345877037362,-0.0056910899193848286
2025-08-25 19:00:00,24.24495,24.29978,23.62651,23.66059,79774.41062333,LINK/USD,3.1638107948411887,-0.024397965890059936,-0.02410274135325441
2025-08-25 20:00:00,23.6691,23.83555,23.07582,23.2,147213.18102061,LINK/USD,3.1441522786722644,-0.019658516168924223,-0.019466547537487444
2025-08-25 21:00:00,23.1749,23.35837,23.08624,23.15408,29958.73558349,LINK/USD,3.1421710069041118,-0.0019812717681526593,-0.0019793103448275673
2025-08-25 22:00:00,23.14359,23.57043,23.14359,23.49304,23718.19106626,LINK/USD,3.1567042070702884,0.014533200166176652,0.014639320586263826
2025-08-25 23:00:00,23.48107,23.48107,23.25478,23.39824,16507.02356311,LINK/USD,3.152660805859752,-0.00404340121053659,-0.004035237670390823
2025-08-26 00:00:00,23.39363,23.5734,23.16369,23.25325,10666.16446322,LINK/USD,3.1464449072105967,-0.0062158986491551715,-0.006196619916711721
2025-08-26 01:00:00,23.25001,23.48895,23.18284,23.48225,51680.31739653,LINK/USD,3.156244816603949,0.00979990939335229,0.009848085751454017
2025-08-26 02:00:00,23.48225,23.62936,23.20067,23.26275,22921.82247546,LINK/USD,3.1468533688208846,-0.009391447783064333,-0.00934748586698464
2025-08-26 03:00:00,23.26113,23.30976,23.07292,23.16901,17660.5929375,LINK/USD,3.142815609866348,-0.004037758954536841,-0.004029618166381921
