timestamp,open,high,low,close,volume_ETH,symbol,log_price,log_return,simple_return
2025-09-19 10:00:00,4522.97,4534.47,4521.49,4532.72,397.38438719,ETH/USD,8.419077479785312,,
2025-09-19 11:00:00,4532.72,4532.72,4509.23,4518.12,368.77561876,ETH/USD,8.415851257100194,-0.003226222685118074,-0.0032210240208970786
2025-09-19 12:00:00,4518.13,4521.96,4512.48,4519.85,529.73254041,ETH/USD,8.416234086434907,0.0003828293347130085,0.00038290262321516444
2025-09-19 13:00:00,4520.14,4537.57,4512.6,4530.01,230.67827677,ETH/USD,8.418479425980163,0.0022453395452561864,0.0022478622078165866
2025-09-19 14:00:00,4530.01,4544.24,4491.1,4497.59,2484.91048887,ETH/USD,8.411296976741756,-0.0071824492384067185,-0.0071567170933397595
2025-09-19 15:00:00,4497.59,4498.56,4450.0,4476.19,2005.88000043,ETH/USD,8.406527517145733,-0.00476945959602304,-0.00475810378447139
2025-09-19 16:00:00,4477.18,4490.0,4474.81,4483.37,696.17847393,ETH/USD,8.408130274767094,0.001602757621361306,0.001604042723834409
2025-09-19 17:00:00,4483.37,4483.37,4460.85,4461.06,414.96332416,ETH/USD,8.40314168493694,-0.0049885898301536,-0.004976167481158034
2025-09-19 18:00:00,4461.23,4463.11,4441.03,4450.93,720.23108703,ETH/USD,8.400868342089222,-0.002273342847718851,-0.002270760760895385
2025-09-19 19:00:00,4450.91,4467.63,4442.88,4442.88,266.47206986,ETH/USD,8.399058093793313,-0.0018102482959090338,-0.0018086107847123944
2025-09-19 20:00:00,4442.76,4466.49,4441.96,4461.1,517.74641798,ETH/USD,8.403150651375562,0.004092557582248801,0.004100943532123313
2025-09-19 21:00:00,4461.1,4473.77,4453.63,4473.07,305.5938859,ETH/USD,8.405830252762666,0.0026796013871042135,0.0026831947277576873
2025-09-19 22:00:00,4473.07,4479.66,4470.75,4470.76,156.62103718,ETH/USD,8.405313695526814,-0.0005165572358514225,-0.0005164238431322188
2025-09-19 23:00:00,4470.53,4471.8,4451.0,4471.11,482.01844336,ETH/USD,8.405391978928424,7.828340160997982e-05,7.828646583574184e-05
2025-09-20 00:00:00,4471.12,4477.98,4464.51,4477.24,119.89668283,ETH/USD,8.40676206413048,0.0013700852020548382,0.001371024197570625
2025-09-20 01:00:00,4477.24,4478.07,4462.82,4469.69,77.6075631,ETH/USD,8.405074333972282,-0.0016877301581974535,-0.0016863067425467726
2025-09-20 02:00:00,4468.63,4468.97,4460.0,4468.7,99.78032648,ETH/USD,8.404852817568534,-0.00022151640374801218,-0.00022149187080078292
2025-09-20 03:00:00,4468.7,4468.7,4462.05,4467.96,113.86669171,ETH/USD,8.40468720759754,-0.00016560997099368535,-0.00016559625841960912
2025-09-20 04:00:00,4467.74,4475.33,4465.4,4475.32,124.5975423,ETH/USD,8.406333136532242,0.0016459289347015016,0.0016472842191961323
2025-09-20 05:00:00,4475.33,4483.72,4470.33,4481.26,118.91089583,ETH/USD,8.407659535865664,0.0013263993334220459,0.0013272793900771518
2025-09-20 06:00:00,4481.26,4481.26,4475.0,4477.04,149.81056699,ETH/USD,8.406717392755441,-0.0009421431102225597,-0.0009416994327489103
2025-09-20 07:00:00,4477.04,4484.05,4471.56,4484.05,48.54241593,ETH/USD,8.408281934888134,0.0015645421326926368,0.0015657666672623805
2025-09-20 08:00:00,4484.04,4484.04,4469.14,4469.14,83.54950724,ETH/USD,8.404951275361547,-0.003330659526586288,-0.003325119033017021
2025-09-20 09:00:00,4469.14,4473.19,4460.0,4467.47,263.42442923,ETH/USD,8.404577531845955,-0.00037374351559193997,-0.00037367368218499397
2025-09-20 10:00:00,4468.43,4475.9,4465.61,4465.62,58.45083987,ETH/USD,8.404163341453504,-0.00041419039245127465,-0.00041410462745139487
2025-09-20 11:00:00,4465.62,4473.19,4465.53,4472.87,234.54793013,ETH/USD,8.405785539742004,0.0016221982884996322,0.0016235147639074299
2025-09-20 12:00:00,4472.87,4472.87,4465.45,4465.46,59.81373744,ETH/USD,8.40412751152028,-0.0016580282217244502,-0.0016566544522867988
2025-09-20 13:00:00,4465.47,4472.51,4465.16,4470.19,45.13221363,ETH/USD,8.40518619229712,0.0010586807768397932,0.001059241377147968
2025-09-20 14:00:00,4470.2,4496.87,4466.02,4489.22,149.69309053,ETH/USD,8.40943424626895,0.004248053971830146,0.00425708974338912
2025-09-20 15:00:00,4489.23,4508.31,4489.23,4499.6,380.29686329,ETH/USD,8.411743782918672,0.0023095366497223324,0.0023122056838382754
2025-09-20 16:00:00,4499.61,4508.31,4493.36,4504.26,424.97771181,ETH/USD,8.412778894618782,0.0010351117001103916,0.0010356476131210268
2025-09-20 17:00:00,4504.27,4504.99,4475.0,4486.35,462.13560364,ETH/USD,8.40879473254496,-0.003984162073821906,-0.0039762358300807765
2025-09-20 18:00:00,4486.35,4488.7,4477.0,4478.76,1367.92147519,ETH/USD,8.40710150138251,-0.0016932311624504592,-0.0016917984553145304
2025-09-20 19:00:00,4478.76,4487.94,4477.0,4480.0,88.15558918,ETH/USD,8.40737832540903,0.000276824026521183,0.00027686234582779967
2025-09-20 20:00:00,4480.01,4489.76,4480.0,4486.21,415.28139252,ETH/USD,8.408763526289441,0.0013852008804100535,0.0013861607142857668
2025-09-20 21:00:00,4486.21,4502.41,4486.2,4492.31,2288.19483094,ETH/USD,8.41012232505328,0.00135879876383882,0.0013597223491543797
2025-09-20 22:00:00,4492.3,4496.48,4490.8,4495.0,308.2662785,ETH/USD,8.410720946905721,0.0005986218524416387,0.0005988010622597351
2025-09-20 23:00:00,4495.0,4495.0,4480.12,4481.59,1303.78310652,ETH/USD,8.407733173157407,-0.002987773748314382,-0.0029833147942157634
2025-09-21 00:00:00,4481.59,4492.01,4476.48,4489.34,611.70896975,ETH/USD,8.409460976613238,0.0017278034558305677,0.0017292969682634052
2025-09-21 01:00:00,4488.8,4490.65,4480.72,4483.43,387.19116209,ETH/USD,8.408143657467724,-0.0013173191455138067,-0.001316451861520851
