timestamp,open,high,low,close,volume,symbol,log_price,log_return,simple_return
2025-08-24 17:00:00,114293.5,114500.0,114252.3,114375.7,43.35738413,BTC/USD,11.647243922777673,,
2025-08-24 18:00:00,114375.7,114842.8,114273.5,114534.8,92.94985968,BTC/USD,11.64863398593003,0.0013900631523569018,0.0013910297379600145
2025-08-24 19:00:00,114534.9,114719.9,110692.2,112559.2,481.07720185,BTC/USD,11.631234584442474,-0.017399401487555366,-0.017248906009352694
2025-08-24 20:00:00,112559.3,112936.1,111724.1,112704.3,206.65123862,BTC/USD,11.6325228536922,0.00128826924972536,0.0012890994250136512
2025-08-24 21:00:00,112704.4,113320.3,112400.1,112969.5,33.17807642,BTC/USD,11.634873149757388,0.0023502960651882177,0.002353060176053523
2025-08-24 22:00:00,112986.7,113402.0,112632.4,113401.9,54.94012456,BTC/USD,11.638693424985515,0.0038202752281275565,0.0038275817809230173
2025-08-24 23:00:00,113402.0,113636.6,113401.9,113456.1,22.61673845,BTC/USD,11.639171256942346,0.00047783195683059887,0.00047794613670504305
2025-08-25 00:00:00,113456.1,113478.7,112184.7,112604.3,42.16776474,BTC/USD,11.63163518223566,-0.00753607470668527,-0.00750774969349377
2025-08-25 01:00:00,112604.3,113102.9,112604.2,113049.7,50.94803529,BTC/USD,11.63558282400954,0.00394764177387863,0.003955443975052431
2025-08-25 02:00:00,113049.8,113559.1,113049.7,113397.5,48.56158896,BTC/USD,11.638654624177397,0.0030718001678575746,0.003076522980600682
2025-08-25 03:00:00,113397.6,113619.8,112926.8,112926.9,61.40858994,BTC/USD,11.634495985707805,-0.004158638469592191,-0.004150003306951255
2025-08-25 04:00:00,112926.9,112986.2,112650.0,112695.9,26.20817545,BTC/USD,11.63244831959681,-0.002047666110994939,-0.002045571072968433
2025-08-25 05:00:00,112695.9,112827.4,112372.6,112372.7,18.23670239,BTC/USD,11.629576304378704,-0.0028720152181058722,-0.002867894927854442
2025-08-25 06:00:00,112372.7,112384.2,111750.0,111898.7,53.52548816,BTC/USD,11.625349276716893,-0.004227027661810823,-0.004218106355013296
2025-08-25 07:00:00,111898.7,112045.9,111347.1,111450.1,247.75204084,BTC/USD,11.62133223607696,-0.004017040639933356,-0.004008983124915599
2025-08-25 08:00:00,111469.1,111767.3,111000.0,111461.3,180.31228919,BTC/USD,11.621432724432507,0.00010048835554776758,0.00010049340467155332
2025-08-25 09:00:00,111461.4,111767.3,111244.6,111767.3,53.82272446,BTC/USD,11.624174310337409,0.002741585904901811,0.002745347488321004
2025-08-25 10:00:00,111767.3,111767.3,110912.5,110959.2,49.86277792,BTC/USD,11.616917845157387,-0.007256465180022431,-0.007230200604291248
2025-08-25 11:00:00,110959.3,111250.0,110913.0,111230.1,65.3470067,BTC/USD,11.6193563076237,0.002438462466313851,0.002441437933943469
2025-08-25 12:00:00,111230.1,111593.2,111087.5,111586.2,50.26121288,BTC/USD,11.622552665369346,0.0031963577456455283,0.0032014715441233133
2025-08-25 13:00:00,111586.2,111736.2,110584.2,111462.5,132.97771765,BTC/USD,11.621443490443134,-0.0011091749262117645,-0.001108560019070448
2025-08-25 14:00:00,111466.1,112296.3,111375.0,112228.0,96.29061828,BTC/USD,11.628287795304423,0.006844304861289174,0.006867780643714294
2025-08-25 15:00:00,112228.0,112547.9,111834.5,112204.0,83.15848204,BTC/USD,11.628073922059151,-0.0002138732452721115,-0.0002138503760202859
2025-08-25 16:00:00,112204.1,112872.6,112057.7,112545.1,66.91670589,BTC/USD,11.631109309181019,0.003035387121867572,0.003039998574025926
2025-08-25 17:00:00,112545.1,112800.0,112232.6,112425.1,43.4130825,BTC/USD,11.63004250112039,-0.0010668080606297536,-0.0010662392232091422
2025-08-25 18:00:00,112425.1,112616.5,112231.2,112399.1,32.53219557,BTC/USD,11.629811209292233,-0.00023129182815573301,-0.00023126508226367637
2025-08-25 19:00:00,112399.1,112400.0,110662.6,110673.2,115.78982686,BTC/USD,11.614336993632529,-0.015474215659704527,-0.015355105156536042
2025-08-25 20:00:00,110673.2,111064.7,109375.1,109580.1,477.65236618,BTC/USD,11.604411067667279,-0.009925925965250215,-0.009876826548794071
2025-08-25 21:00:00,109580.1,110279.7,109304.8,109968.5,332.63739664,BTC/USD,11.607949240128294,0.0035381724610150656,0.0035444391819317023
2025-08-25 22:00:00,109968.5,110600.0,109959.2,110178.1,115.31866826,BTC/USD,11.609853426369034,0.0019041862407398469,0.0019060003546471638
2025-08-25 23:00:00,110178.1,110228.9,109805.6,110144.9,73.38292454,BTC/USD,11.60955205065927,-0.00030137570976407346,-0.0003013303006678125
2025-08-26 00:00:00,110145.0,110145.0,109000.0,109152.2,127.26668186,BTC/USD,11.600498517523935,-0.009053533135334746,-0.009012673305799912
2025-08-26 01:00:00,109152.2,109883.0,108734.6,109883.0,161.53514679,BTC/USD,11.607171442348335,0.006672924824400184,0.006695238391896785
2025-08-26 02:00:00,109883.0,109946.9,109564.4,109750.1,11.91040441,BTC/USD,11.605961242098735,-0.0012102002496003905,-0.0012094682525959355
2025-08-26 03:00:00,109750.1,109913.4,109500.0,109883.0,36.14227312,BTC/USD,11.607171442348335,0.0012102002496003905,0.0012109328374187989
2025-08-26 04:00:00,109883.1,110228.3,109883.0,110100.0,41.14336782,BTC/USD,11.60914432271077,0.0019728803624357028,0.001974827771356713
2025-08-26 05:00:00,110100.0,110371.8,110099.9,110237.6,34.7317667,BTC/USD,11.610393315328352,0.0012489926175813792,0.0012497729336966579
2025-08-26 06:00:00,110237.6,110334.3,109990.0,109998.4,15.68892308,BTC/USD,11.608221099214221,-0.002172216114130876,-0.002169858560055804
2025-08-26 07:00:00,109998.4,110491.9,109775.0,110315.0,17.67288148,BTC/USD,11.611095188742471,0.002874089528249968,0.0028782236832536334
2025-08-26 08:00:00,110315.0,110455.7,110077.0,110148.9,45.96847059,BTC/USD,11.60958836579842,-0.001506822944051578,-0.0015056882563568852
2025-08-26 09:00:00,110149.0,110366.4,110106.0,110106.0,19.52723155,BTC/USD,11.60919881713873,-0.0003895486596903197,-0.00038947279546130975
2025-08-26 10:00:00,110106.1,110404.1,110077.6,110219.2,51.39022614,BTC/USD,11.610226389200035,0.0010275720613055483,0.0010281001943581725
2025-08-26 11:00:00,110219.2,110219.2,109629.5,109842.3,29.23091112,BTC/USD,11.606800979771057,-0.0034254094289778436,-0.0034195494069998444
2025-08-26 12:00:00,109842.3,110762.4,109609.6,110184.6,92.35254006,BTC/USD,11.609912420019066,0.003111440248009245,0.003116285802464036
