timestamp,open,high,low,close,volume,symbol,log_price,log_return,simple_return
2025-08-24 17:00:00,4.0759,4.1465,4.0719,4.1388,16781.77305076,DOT/USD,1.4204058907486585,,
2025-08-24 18:00:00,4.1428,4.2601,4.1301,4.2503,51390.87619772,DOT/USD,1.4469895686803873,0.026583677931728777,0.02694017589639519
2025-08-24 19:00:00,4.249,4.2797,4.0596,4.1308,74869.04408668,DOT/USD,1.4184710928151119,-0.02851847586527545,-0.028115662423829013
2025-08-24 20:00:00,4.1318,4.1537,4.043,4.1221,82768.80061423,DOT/USD,1.4163627422419247,-0.0021083505731871455,-0.002106129563280712
2025-08-24 21:00:00,4.117,4.1602,4.096,4.1222,28132.93208191,DOT/USD,1.41638700142706,2.4259185135377948e-05,2.4259479391774974e-05
2025-08-24 22:00:00,4.1203,4.1265,4.0604,4.1134,24615.14467807,DOT/USD,1.4142499371332222,-0.0021370642938378648,-0.00213478239774878
2025-08-24 23:00:00,4.1136,4.13,4.1068,4.107,1829.40987264,DOT/USD,1.4126928349744217,-0.0015571021588005607,-0.0015558905042057924
2025-08-25 00:00:00,4.1083,4.1351,4.0308,4.0638,23457.6554621,DOT/USD,1.4021184964667759,-0.010574338507645775,-0.01051862673484305
2025-08-25 01:00:00,4.0616,4.1051,4.05,4.0905,4053.5520278,DOT/USD,1.4086672119716157,0.006548715504839819,0.006570205226635206
2025-08-25 02:00:00,4.0871,4.1368,4.0871,4.1303,2440.93299692,DOT/USD,1.4183500435600223,0.009682831588406549,0.009729861875076518
2025-08-25 03:00:00,4.1303,4.1424,4.1002,4.1002,24148.15731744,DOT/USD,1.4110357530083377,-0.0073142905516845325,-0.007287606227150523
2025-08-25 04:00:00,4.1004,4.108,4.0598,4.0614,5256.67198316,DOT/USD,1.40152774176048,-0.009508011247857828,-0.009462953026681653
2025-08-25 05:00:00,4.0603,4.0754,4.0327,4.0327,2995.62264395,DOT/USD,1.3944361268115137,-0.007091614948966152,-0.00706652878317815
2025-08-25 06:00:00,4.0319,4.0372,3.9677,3.97,51003.51257685,DOT/USD,1.3787660946990992,-0.015670032112414578,-0.015547895950603796
2025-08-25 07:00:00,3.967,3.9908,3.9,3.9042,107923.10647657,DOT/USD,1.3620528967468564,-0.016713197952242798,-0.01657430730478593
2025-08-25 08:00:00,3.9069,3.9406,3.8827,3.9333,49372.01325403,DOT/USD,1.3694787681913287,0.007425871444472376,0.007453511602889318
2025-08-25 09:00:00,3.9298,3.9298,3.8937,3.9178,83972.77678959,DOT/USD,1.365530271767163,-0.003948496424165837,-0.003940711361960614
